"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Faroe Islands","FRO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","10.9","10.8","10.7","10.9","10.9","11.1","11.2","11.3","11.4","11.6","11.8","11.9","12","12.2","12.4","12.6","12.6","12.7","12.8","13","",
"Gabon","GAB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6","66.5","68","69.6","71.1","72.7","74.45","75.9","77.7","79","80.4","81.6","82.65","83.6","84.65","85.6","86.2","86.8","87.4","87.8","88.1","",
"United Kingdom","GBR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Georgia","GEO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1","49.1","49.6","51.1","52.7","54.2","56.35","58.3","60.8","63","65.6","68.7","71.7","74.1","77","79.3","81.65","84","85.8","87.7","89.1","",
"Ghana","GHA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.19999999999999","6.59999999999999","7.2","7.9","8.5","9.5","10.5","11.8","13","14.5","16","17.3","18.7","19.6","20.5","21.1","21.8","21.9","22.2","22.4","22.2","",
"Gibraltar","GIB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.900000000000001","1","1.1","1.2","1.4","1.6","1.9","",
"Gambia, The","GMB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.7","3.8","3.7","3.6","3.4","3.3","3.1","3","2.8","2.7","2.4","2.3","2.2","2.1","2","1.9","1.9","1.8","1.8","1.7","",
"Guinea-Bissau","GNB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.3","1.3","1.2","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.2","1","1.1","",
"Equatorial Guinea","GNQ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19.5","19.4","19.6","20.1","20.8","21.3","21.7","22.1","22.5","22.7","23.35","24","23.6","23.9","24","23.9","24.2","24.1","24","24.5","",
"Greece","GRC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Grenada","GRD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.4","92.8","92.8","93.1","93.1","93.2","93.3","93.2","93.2","92.9","92.7","92.6","92.2","91.7","91.5","91.2","90.85","90.25","89.9","89.6","89.1","",
"Greenland","GRL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.55","39.7","39","38.2","37.6","37.45","37.3","37.1","37.1","37.4","38.1","38.4","39.2","40.2","41.6","42.7","44.3","45.7","46.95","48.6","50.1","",
"Guam","GUM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6","37.7","39.9","42.4","45","47.6","50.3","53","55.8","58.5","61","63.7","66.2","68.6","70.9","72.8","74.7","76.2","77.9","79.5","80.6","",
"High income","HIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3629790410517","99.3969142200985","99.4275723703919","99.4642290905449","99.4983037026847","99.5248859770115","99.5522896727135","99.5838579560957","99.6177920120337","99.6349468394831","99.6594250606476","99.6824795496175","99.6937222654041","99.7046412155401","99.7167427886095","99.7251655902289","99.7330348477675","99.745568027074","99.7463334179784","99.7575108778666","99.7589596241871","",
"Hong Kong SAR, China","HKG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7","32.2","33.8","35","36.3","37.4","38.7","39.8","40.8","41.5","42.5","43.2","43.8","44.5","45.1","45.9","46.5","47.1","47.2","48.1","48.3","",
"Heavily indebted poor countries (HIPC)","HPC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90530695110062","6.19393052530355","6.48839537827953","6.80820852301945","7.15097051852778","7.49651305341911","7.97053319102844","8.37330271586429","8.76575376181812","9.22235237829269","9.64305059358105","10.1216877569627","10.546189171993","10.930960222761","11.3331223711642","11.7186657267953","12.1490263813857","12.4776331098428","12.8143536940605","13.247631117309","13.5543536693651","",
"Croatia","HRV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Haiti","HTI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.7","2.9","3","3.05","3.1","3.3","3.4","3.4","3.6","3.6","3.7","3.7","3.7","3.8","4","4","4.1","4.3","4.4","4.5","",
"Hungary","HUN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"IBRD only","IBD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3889793285135","48.1231269445242","49.0683137583286","49.8314716488364","51.0543350185886","52.2425280632181","53.3567120993066","54.6144514502875","56.0473973257268","57.8449724793136","59.3741620922346","61.0655697686849","62.9793873011352","64.6982723964522","66.836866485611","68.828130272386","70.7260722653911","73.0032313682782","75.1135758350981","77.0978992702308","78.970233373633","",
"IDA & IBRD total","IBT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.8134372380489","40.3765489121494","41.1125038397464","41.7096450767544","42.6630094856488","43.5970203050581","44.5038144112194","45.5104451105785","46.6463318526787","48.0584297270834","49.2837359429458","50.6177409037722","52.1152187459166","53.4606627921055","55.1333433581805","56.6866779968472","58.1774110605638","59.9441026423871","61.5953487678882","63.1705442029593","64.6253018561468","",
"IDA total","IDA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1629106101911","12.4729058274487","12.847525925724","13.2468093369884","13.6405178374994","14.0854230768285","14.6923169594239","15.2745620831068","15.8356903823187","16.4068518285722","17.1029334049556","17.7432265099037","18.3401862850699","18.9053108387631","19.5305020781597","20.1599333664727","20.874365329677","21.6710641943446","22.5136573211068","23.4894535948962","24.3912300767231","",
"IDA blend","IDB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7825604761029","18.1040488544469","18.5848027475705","19.0720308171072","19.451474899233","19.947575642895","20.5919045613271","21.1928655854587","21.8096536503122","22.3588081469893","23.2830772670573","23.9393968885971","24.6677417184388","25.4827449718474","26.3427861959875","27.2226410644713","28.2667391057795","29.5477052204175","30.8993153680287","32.4088547831272","33.8581393633022","",
"Indonesia","IDN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.10000000000001","6.9","8.00000000000001","9.3","11.3","14.1","17.9","22.5","28.5","34.7","41.3","47.3","52.9","58","62.8","67.1","71.2","75.1","78.7","81.85","84.5","",
"IDA only","IDX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.27657010749654","9.57063836201478","9.89194172134385","10.2514269671899","10.653813479657","11.0741437872596","11.6641619926237","12.2367056979402","12.7656191605913","13.3427636793101","13.9147569646194","14.5432586330277","15.0744205549029","15.5136066782614","16.0223977469453","16.5319768017145","17.0920343784195","17.6563612162563","18.2530341214965","18.9725931916042","19.6110319679668","",
"Isle of Man","IMN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.3","23.4","24.7","25.9","27.3","28.6","29.5","30.55","32","34","35.4","37.2","39.6","41.6","44.8","48.2","51.4","55.8","59.8","63.9","67.9","",
"Not classified","INX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Iran, Islamic Rep.","IRN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2","93.6","94.3","94.6","95.1","95.3","95.8","96","96.1","96.4","96.5","96.8","96.7","96.6","96.7","96.6","96.7","96.7","96.5","96.4","96.1","",
"Iraq","IRQ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.1","77","79.4","82.2","84.9","87","89.1","90.9","92.6","93.9","95","96.05","96.7","97.3","97.7","98.1","98.3","98.7","98.8","98.9","99","",
"Iceland","ISL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Israel","ISR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Italy","ITA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Jamaica","JAM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7","77.6","79.2","80.6","81.9","83.4","84.1","84.85","85.4","85.8","85.9","86.2","86.1","86","85.85","85.4","85","84.5","83.9","83.4","82.7","",
"Jordan","JOR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6","99.7","99.8","99.8","99.8","99.8","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","",
"Japan","JPN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Kazakhstan","KAZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.4","85.7","86.5","87.4","87.8","88.7","89.3","89.9","90.55","91.2","91.7","92.3","92.4","92.6","92.9","93.3","93.1","93.1","92.9","92.8","92.7","",
"Kenya","KEN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","2.2","2.6","3.09999999999999","3.6","4.2","4.8","5.3","6.00000000000001","6.60000000000001","7.20000000000001","8","8.70000000000001","9.60000000000001","10.6","11.6","13","14.4","16","17.7","19.5","",
"Kyrgyz Republic","KGZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7","55","56.4","58.2","60.5","62.4","64.3","66.4","68.2","70","71.55","73.3","74.7","75.4","76","76.3","76.6","76.6","76.9","76.6","76.6","",
"Cambodia","KHM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","4.1","4.7","5.29999999999999","5.90000000000001","6.69999999999999","7.6","8.4","9.4","10.5","11.7","13.1","14.5","16.2","18","20.3","22.7","25.5","28.9","32.6","36.8","",
"Kiribati","KIR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.7","1.7","1.8","1.9","2","2.1","2.3","2.6","2.89999999999999","3.2","3.6","4.09999999999999","4.5","5.19999999999999","5.69999999999999","6.49999999999999","7.2","8.2","9.1","9.9","",
"St. Kitts and Nevis","KNA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Korea, Rep.","KOR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Kuwait","KWT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Latin America & Caribbean (excluding high income)","LAC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.3848605877048","79.215344425826","80.0158350291648","80.695363655707","81.3476030973994","81.9873262041711","82.5290037764804","83.0614692308229","83.5763563160306","84.0152570026783","84.4610991938653","84.8357385573416","85.2194406193109","85.6280091757203","85.9989067191026","86.3366953688154","86.7841869287575","87.0177972049254","87.3050238553969","87.5778521427685","87.8506338759988","",
"Lao PDR","LAO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.4","1.5","1.7","1.8","2.1","2.3","2.6","2.9","3.3","3.5","4.1","4.4","4.8","5.2","5.70000000000001","6.20000000000001","6.69999999999999","7.2","7.7","8.5","",
"Lebanon","LBN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.700000000000001","0.600000000000001","0.600000000000001","0.600000000000001","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","",
"Libya","LBY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.2","87.7","89.1","90.4","91.4","92.3","93.2","93.9","94.4","94.9","95.2","95.4","95.4","95.5","95.5","95.3","95.2","95","94.8","94.4","94.3","",
"Latin America & Caribbean","LCN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.1386574139668","80.8965845112185","81.6264056072674","82.2385083798854","82.828100023834","83.4171854135945","83.9109628304144","84.3940529382875","84.8692223176995","85.2706001943355","85.683417464792","86.0255477606526","86.3781988043833","86.7485802929444","87.097383857614","87.3974621399995","87.7975319684116","88.0043174852591","88.2616775380532","88.4839742029909","88.7231660302937","",
"Least developed countries: UN classification","LDC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.66520688810519","6.93179082779529","7.21148244761695","7.54934560799218","7.90750955180759","8.29580900666525","8.82182967222452","9.28951209222298","9.76016442436103","10.3277471184093","10.8731276119805","11.5063442596461","12.0806279949311","12.6600703504362","13.3380519908606","13.9642954566695","14.5728189279739","15.1853045406298","15.8054035908325","16.5078731726447","17.1802188956776","",
"Low income","LIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.69854416297737","8.93651729244423","9.18852373411243","9.45756247063771","9.74272076705777","10.0492927681721","10.5485287512399","11.0587092179318","11.4358918977852","11.8245858143584","12.1671901662355","12.5595299695291","12.8261968052055","12.9161850924552","13.0256522608691","13.1796640866294","13.469930423874","13.7374200350724","14.0489679573443","14.4821619825624","14.8351663095092","",
"Liechtenstein","LIE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","17.5","17.9","18.5","18.7","19.5","19.8","20.3","20.9","21.3","21.7","22.3","23","24","24.8","25.75","26.9","28.2","29.4","30.6","32.2","",
"Lower middle income","LMC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.0123973611642","26.893319549855","27.8843110174632","28.8631906910743","29.9786165155721","31.1110351119283","32.2061752902416","33.3782524680806","34.8348340241647","36.5469401807606","38.0703159594268","39.6863644854343","41.5057467059816","43.1323567734116","45.3005370272107","47.4395884289613","49.5177706555497","52.1007764365366","54.4948906875236","56.9205462960462","59.2315532726733","",
"Low & middle income","LMY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.50279438367","39.0916481448524","39.8551945363498","40.4733471413978","41.4507897744182","42.4095704181413","43.3393601930887","44.3723467493663","45.5331861181688","46.9760912720595","48.2286586253435","49.5893918047225","51.117846176544","52.4912851868273","54.1966438163359","55.7791054224477","57.3009411551161","59.1000237820225","60.7868256917251","62.3950075877542","63.8804652568407","",
"Lesotho","LSO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","17.5","19.2","20.8","22.2","23.9","25.5","26.9","28.4","29.9","31.2","32.5","33.8","34.95","35.8","36.5","37.4","38.1","38.7","39.3","40.1","",
"Late-demographic dividend","LTE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.5914433123101","55.1011270795226","55.9151687182839","56.444231078128","57.6934083470749","58.8866733549485","60.0710190637763","61.4565466227987","62.8177832913008","64.5808498461746","66.1141274427989","67.7941634998088","69.6413292891685","71.3464325827355","73.2002848523586","74.7569747385054","76.220979725447","77.8861139544244","79.4197341933078","80.6836115547102","81.8150644650377","",
"Lithuania","LTU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Luxembourg","LUX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Latvia","LVA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Macao SAR, China","MAC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.6","91.3","92","92.7","93.2","94","94.35","95","95.6","96","96.5","96.7","97.1","97.3","97.4","97.7","97.8","97.9","97.9","98","98.1","",
"Monaco","MCO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Moldova","MDA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.3","68","71.7","75.1","78.6","81.35","84","86.3","88.3","89.8","91.1","92.3","93.3","93.8","94.4","94.7","95.2","95.4","95.6","95.8","95.8","",
"Madagascar","MDG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.3","1.3","1.2","1.2","1.1","1.1","1.1","1","1","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","1","",
"Maldives","MDV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.1","58.6","63.7","68.9","74","78.7","82.9","86.15","89","91.25","93.3","94.8","95.9","96.6","97.3","97.9","98.3","98.6","98.8","99","99.2","",
"Middle East & North Africa","MEA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3437101975433","89.5168771133289","90.6442716553559","91.63879375497","92.4815897019511","93.216428755038","93.8726653877495","94.4005784410044","94.7927463023974","95.164006113248","95.3945850552287","95.6288621855875","95.7254854843325","95.8030743442835","95.9067144295887","95.9515069992318","95.9906501884938","96.0539195834267","96.005470557791","95.9902013535553","95.9255801169854","",
"Mexico","MEX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.4","83.1","84.1","84.6","84.9","85.3","85.3","85.4","85.4","85.2","85","84.85","84.6","84.6","84.6","84.6","84.8","84.8","84.8","84.9","84.9","",
"Marshall Islands","MHL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3","19","21.4","24.4","28.15","32","36.7","41.1","45.6","49.5","52.9","55.4","58","59.35","60.7","61.9","62.5","63","63.4","63.9","63.9","",
